CODE,SEMESTER,TITLE,LANGUAGE,TITLE_FR,TITLE_EN,RESUME_FR,RESUME_EN,PROFESSORS,CREDITS,LECTURE_PERIOD,EXERCICE_PERIOD,PROJECT_PERIOD,TP_PERIOD,LABO_PERIOD,EXAM_INFO,KEYWORDS,POLYPERSPECTIVES
HUM-238,BA4,Philosophie des sciences B,FR,Philosophie des sciences B,Philosophy of science B,"This course offers to identify and understand central issues in the philosophy of science, for instance the debate on different models of scientific explanation. Evaluate and compare crucial arguments in the debates. Present a position/a debate and manage the discussion.","Ce cours propose d'identifier et comprendre les débats et problèmes centraux en philosophie des sciences, p.ex. le débat concernant les différents modèles de l'explication scientifique. Evaluer et comparer les arguments cruciaux dans ces débats. Présenter une position/un débat et gérer sa discussion",192425:Christian:Sachse,2,2,,,,,,DÉTERMINISME|ÉMERGENTISME|EMPIRISME|INDETERMINISM|MATHÉMATIQUES|PHILOSOPHIE|PHYSIQUE|THÉORIE,Interdisciplinaire|Globale
HUM-240,BA4,Psychologie sociale B,FR,Psychologie sociale B,Social psychology B,"Le cours aborde la persuasion et ses techniques, telles qu'étudiées en psychologie sociale. Les étudiant.e.s prennent connaissance des théories pertinentes et des expériences qui étayent ces théories.","The course is about persuasion and its techniques, as studied by social psychology. Students will learn the relevant theories and the experiments that support these theories.",281319:Caroline:Pulfrey,2,2,,,,,,INFLUENCE|CONFORMISME|PERFORMANCE|GROUPE|DÉVIANCE,Globale|Citoyenne
HUM-250,BA4,Enjeux politiques contemporains B,FR,Enjeux politiques contemporains B,Contemporary political issues B,"The aim of this course is to understand these recurrent and disruptive social phenomena that constitute scandals, affairs and controversies, which have in common to be made of mobilisations.","L'objectif du cours est de comprendre ces phénomènes à la fois récurrents et déstabilisateurs que constituent les affaires, les scandales et les controverses, ce qui revient à s'intéresser aux mobilisations dont ils sont faits. ",196780:Hervé:Rayner,2,2,,,,,,SCANDALES|AFFAIRES|CONTROVERSE|DÉNONCIATIONS|MOBILISATIONS,Interdisciplinaire|Citoyenne
HUM-251,BA4,Science et littérature B,FR,Science et littérature B,Science and literature B,"L'objectif de ce cours est d'étudier les différentes manifestations des mondes totalitaires dans la (science-)fiction. Plus précisément, nous regarderons comment les écrivains racontent l'aliénation de l'homme par l'homme - ainsi que les fonctions de tels récits.","The objective of this course is to study the various manifestations of totalitarian worlds in science fiction. Specifically, we look at how the writers tell the alienation of man by man - as well as the functions of such stories.",114106:Marc:Atallah,2,2,,,,,,ANALYSE DU DISCOURS|CINÉMA|DÉMOCRATIE|DYSTOPIA|ESTHÉTIQUE|LITTÉRATURE|SCIENCE-FICTION,Interdisciplinaire|Créative
HUM-257,BA4,"Santé, population et société",FR,"Santé, population et société","Health, populations and society",,,300621:Murielle:Bochud,2,2,,,,,,ENVIRONNEMENT|POLITICS|PRÉVENTION|PUBLIC DEBATE|SANTÉ DU TRAVAIL|SANTÉ PUBLIQUE|SCANDALS|TECHNOLOGIE,Interdisciplinaire|Globale
HUM-261,BA4,Afrique contemporaine,FR,Afrique contemporaine,Contemporary Africa,"This course is an introduction to the central questions at stake in contemporary Africa. Considering the sheer impossibility of &quot;understanding Africa&quot;, the course will explore case-studies and themes, starting with the image of Africa in the world, using the tools of historical analysis.",Ce cours devra permettre aux étudiants de développer une réflexion critique autour des grandes questions qui animent l'Afrique d'aujourd'hui.,254538:Henri Michel Nieplet:Yere,2,2,,,,,,20E SIÈCLE|AFRIQUE|CULTURE|ÉCONOMIE|HISTOIRE|LITTÉRATURE|POLITIQUE|SOCIÉTÉ,Interdisciplinaire|Globale
HUM-262,BA4,Chine contemporaine,FR,Chine contemporaine,Contemporary China,"More than thirty years ago, China opened up to the world, today China is changing the world. This introductory teaching on contemporary China aims to familiarize students with the history of this country from the Opium Wars to the present day.",L''objectif de cet enseignement est de comprendre le fantastique développement qu'a connu la Chine depuis le début des réformes économiques initiées par Deng Xiaoping. ,182176:Antoine:Kernen,2,2,,,,,,ASIAN STUDIES|ASIE|CHINE|CHINE CONTEMPORAINE|GÉOPOLITIQUE|HISTOIRE|SOCIOLOGIE,Interdisciplinaire|Globale
HUM-263,BA4,Histoire des médias,FR,Histoire des médias,Media history,Ce cours souhaite proposer la constitution d'un savoir sur l'histoire du phénomène médiatique et de ses implications dans la société occidentale du XIXe au XXIe siècle. Il fournit les compétences nécessaires pour comprendre des phénomènes actuels en remontant à leurs origines.,This lecture proposes to build up a knowledge about the mediatic sphere and its implications in western society from the 19th to the 21th century. It will provide the necessary skills to understand some current events and technologies through a historical and long term perspective.,157690:Gianni:Haver,2,2,,,,,,19E SIÈCLE|20E SIÈCLE|BANDES DESSINÉES|CINÉMA|IMAGE|INTERDISCIPLINARITÉ|MÉDIA|PRESSE,Interdisciplinaire|Globale
HUM-266,BA4,"Savoirs, connaissances, croyances I",FR,"Savoirs, connaissances, croyances I","Knowledge, awareness, beliefs I","What is knowledge ? Using the Tools of the history of sciences as well as those of sociology and the anthropology of knowledge, we shall discuss, problematize and confront each of these notions","Qu'est ce qu'une connaissance ? Qu'est ce qu'un savoir ? En utilisant les outils de l'histoire des sciences, mais aussi de la sociologie et de l'anthropologie des savoirs, il s'agira d'aborder, de discuter et de confronter chacune de ces notions. ",229643:Jean-François:Bert,2,2,,,,,,HISTOIRE DES SCIENCES|ANTHROPOLOGIE|CONNAISSANCE|VÉRITÉ|POST-VÉRITÉ,Interdisciplinaire|Globale
HUM-269,BA4,Histoire et théorie de la photographie,FR,Histoire et théorie de la photographie,History and theory of photography,"Le cours propose une introduction à l'histoire de la photographie à travers la présentation de dix notions clés, analysées dans leur développement historique du 19e au 21e siècle.","The class proposes an introduction to the history of photography trough the presentation of ten key notions, analysed historically from the 19th to the 21st century.",166175:Olivier:Lugon,2,2,,,,,,PHOTOGRAPHIE|ART|MÉDIA,Interdisciplinaire|Créative
HUM-271,BA4,Ethique sociale et politique B,FR,Ethique sociale et politique B,Social and political ethics B,"The course aims to develop the students' ability to exercise an ethical-critical judgment on controversial issues. The students will learn to
identify arguments, their valorizations and to discuss them from an ethical point of view.","L'objectif du cours est de donner aux étudiant-e-s des outils d'analyse critique en vue d'un jugement éthique éclairé sur une question controversée. L'apprentissage porte sur l'identification des arguments, les valorisations qu'ils impliquent et leur mise en discussion d'un point de vue éthique.",141572:Hugues:Poltier,2,2,,,,,,BIEN|ÉTHIQUE|VALEURS|DISCOURS|STRATÉGIE ARGUMENTATIVE,Citoyenne|Globale
HUM-273,BA4,"Musical improvisation, invention and creativity",EN,"Musical improvisation, invention and creativity",,"This course provides an introduction into the topics of improvisation, invention and creativity in music and covers core theories and practical exercises. 
","This course provides an introduction into the topics of improvisation, invention and creativity in music and covers core theories and practical exercises. 
",278359:Martin Alois:Rohrmeier,2,2,,,,,,MUSIC|MUSIC THEORY|IMPROVISATION|CREATIVITY|INVENTION,Créative|Interdisciplinaire
HUM-276,BA4,Histoire et humanités digitales,FR,Histoire et humanités digitales,History and digital humanities,Ce cours propose une approche de l'histoire de la Suisse par ses données et leur visualisation. Que nous disent ces données des événements et des acteurs qui font notre histoire ? ,This course offers an approach to the history of Switzerland through data and visualization. What do these data tell us about the events and actors that make up our history?,303254:Martin Alfred:Grandjean,2,2,,,,,,CONTEMPORARY HISTORY|DATA COLLECTION|DIGITAL HUMANITIES|RESEARCH PRACTICES,Interdisciplinaire|Créative
HUM-277,BA4,Comportement humain et sciences économiques,FR,Comportement humain et sciences économiques,Human behavior and economic sciences,Ce cours se focalise sur les différentes méthodes utilisées en sciences économiques pour mesurer et étudier le comportement humain. Les étudiant.e.s comprennent et appliquent la démarche empirique en sciences économiques.,The focus of this course is on the methods used in economics sciences to measure and study human behavior. The students understand and apply the empirical approach in economics sciences.,275842:Emmanuelle:Kleinlogel,2,2,,,,,,ANALYSE|COMPORTEMENT HUMAIN|DESIGN|EMPIRICAL STUDIES|MANAGEMENT|PSYCHOLOGIE|RESEARCH,Interdisciplinaire|Créative
HUM-301,BA4,Pratiques artistiques B,FR,Pratiques artistiques B,Artistic practices B,Ce cours propose aux étudiant-e-s un panorama de formes textuelles ainsi que différentes expériences d'écriture autour de textes courts. C'est autant un atelier de fabrication de textes qu'un salon de lecture et d'écoute. ,This course offers students a panorama of the brief forms of the narrative as well as different experiences around short texts. The course is as much a writing workshop as a reading room. ,315791:Carla:Demierre|207132:Fabienne:Radi,2,2,,,,,,FORME|LANGAGE|ÉCRITURE|POÉSIE|LECTURE,Interdisciplinaire|Créative
HUM-219,BA5,Science et littérature C,FR,Science et littérature C,Science and literature C,"L'objectif du cours est de d'apprendre à analyser un genre littéraire, graphique et cinématographique ¿ la science-fiction ¿, en se penchant sur les multiples variations qu'il a prises au cours du temps.

De plus, la question des fonctions anthropologiques de la science-fiction sera abordée.","The objective of the course is to learn to analyse the identity of a literary, graphic and cinematographic genre (science fiction), that has taken many variations over time. 
In addition, the issue of &quot;usefulness&quot; of science fiction will be discussed.",114106:Marc:Atallah,2,2,,,,,,BANDES DESSINÉES|CINÉMA|CYBORG|ESTHÉTIQUE|HISTOIRE|LITTÉRATURE|SCIENCE-FICTION|THÉORIE,Interdisciplinaire|Créative
HUM-222,BA5,Pratiques artistiques C,FR,Pratiques artistiques C,Artistic practices C,"The class focuses on research and content in relation to form through drawing experimentation. 
It will explore the line as a polymorphic and polysemic tool. These notions will be tested through collective and individual works fabricated with accessible means.
","Le cours explore la ligne en tant qu¿outil polysémique et polymorphe. Parallèlement à la présentation de références, c¿est notamment à travers le dessin et la constitution d¿une documentation qu¿il s¿agira d¿aborder le sujet sous ses différents aspects: formel, pratique, subjectif et intuitif.
",303305:Marie:Velardi|240848:Damián:Navarro,2,2,,,,,,ART|DESSIN|TRANSFORMATIONS,Interdisciplinaire|Citoyenne
HUM-249,BA5,Economie de la Chine,FR,Economie de la Chine,Competing with China,The course raises awareness on the implications of China's emergence as an economic and technological power by developing a critical approach on the domestic and international challenges created by such a transition.,Le cours sensibilise les étudiant·e·s aux implications de l'émergence de la Chine comme puissance économique et technologique en portant une réflexion critique sur les défis posés par cette transition.,181931:Marc:Laperrouza,2,2,,,,,,BUSINESS|CHINE CONTEMPORAINE|ÉCONOMIE|TECHNOLOGIE,Interdisciplinaire|Globale
HUM-304,BA5,"Médias sociaux, culture et société",FR,"Médias sociaux, culture et société","Social Media, culture and society","Ce cours offre les bases méthodologiques pour l'analyse des enjeux actuels (sociaux, économiques, culturels, politiques) des médias sociaux. Il conduit à dépasser un rapport de consommateur passif vis-à-vis de la culture numérique, pour développer un regard distancié sur ses fonctionnements.","This course enables student to perceive the social, economic, cultural and political issues at play in the &quot;social web&quot;. Student will develop an analytical perspective on digital culture and its mechanisms, in order to go beyond the daily consumerist relationship with the social media contents.",147407:Yannick:Rochat,2,2,,,,,,IMAGE|INTERNET|MÉDIA|MEDIA CULTURE|MEDIA REPRESENTATIONS|MÉDIAS SOCIAUX|VISUAL CULTURE|WEB SOCIAL,Globale|Citoyenne
HUM-305,BA5,Design graphique III,FR,Design graphique III,Graphic design III,"Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.","Practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.",229955:Gaël:Faure,2,2,,,,,,GRAPHIC DESIGN|ILLUSTRATION|POSTER|TYPOGRAPHY,Créative|Interdisciplinaire
HUM-306,BA5,Design industriel III,FR,Design industriel III,Industrial design III,Practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object. ,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant-e-s à la création d'un objet. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.,184338:Tomás:Král,2,2,,,,,,CRÉATION|CRÉATIVITÉ|DESIGN INDUSTRIEL|ERGONOMIE|ESTHÉTIQUE|FONCTIONNALITÉ|MAQUETTE|PROTOTYPE,Créative|Interdisciplinaire
HUM-311,BA5,Histoire de l'image,FR,Histoire de l'image,Picture history,Le cours propose une introduction à l'histoire des écrans de la Renaissance à aujourd'hui.,The class offers an introduction to the history of the screen from Renaissance to the contemporary world.,166175:Olivier:Lugon,2,2,,,,,,ARCHITECTURE|ART|CINÉMA|CULTURE VISUELLE|HISTOIRE|IMAGE|MÉDIA,Interdisciplinaire|Créative
HUM-313,BA5,Musicologie et histoire de la musique C,FR,Musicologie et histoire de la musique C,Musicology and history of music C,,,251223:Constance:Frei,2,2,,,,,,19E SIÈCLE|20E SIÈCLE|JAZZ|MUSIQUE POPULAIRE|MUSIQUE SAVANTE,Interdisciplinaire|Créative
HUM-314,BA5,Méditerranée: grands textes et mythes fondateurs C,FR,Méditerranée: grands textes et mythes fondateurs C,Mediterranean myths and founding texts C,"The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions helps us to better understand the heterogeneous nature of our own culture.","Le cours explore les mythes et les textes fondateurs des cultures antiques (Monde biblique, Grèce, Rome, Egypte). Explorant leurs significations, leurs réceptions, il s'agit de dérouler une histoire de l'imaginaire qui nous aide à mieux comprendre le caractère hétéroclite de notre propre culture. ",220239:Thomas:Römer|198529:Youri Alexandre:Volokhine|245404:Matteo:Capponi|188747:David:Bouvier,2,2,,,,,,ANTHROPOLOGIE|ANTIQUITÉ|EGYPT|GRÈCE|MESOPOTAMIA|MYTHOLOGY|RELIGION|ROME,Globale|Créative
HUM-315,BA5,Physique et philosophie au XXe siècle,FR,Physique et philosophie au XXe siècle,Physics and philosophy in the 20th century,"Philosophie de la nature : Physique et philosophie au XXe siècle.
Le cours se centre sur les grandes théories physiques du XXe siècle, à savoir les théories de la relativité d'Einstein et la physique quantique.",Philosophy of nature : Physics and philosophy in the 20th century. The course considers the philosophy of physics from Newton via Einstein to quantum physics,158392:Michael-Andreas:Esfeld,2,2,,,,,,20E SIÈCLE|PHILOSOPHIE|PHYSIQUE,Interdisciplinaire|Globale
HUM-317,BA5,Psychologie sociale C,FR,Psychologie sociale C,Social psychology C,"In spite of ethical and legal rules, ordinary people cheat in their daily lives. This seminar aims to highlight the predictors and the underlying mechanisms of immoral behavior. We will also study the moral justifications that people use in case of immoral behavior.","Malgré des barrières éthiques et légales, les gens ordinaires trichent dans leur quotidien. Cet enseignement abordera les prédicteurs des comportements immoraux ainsi que les mécanismes sous-jacents. Nous étudierons aussi les justifications morales que les individus se donnent.",166176:Fabrizio:Butera,2,2,,,,,,MALHONNÊTETÉ|COMPORTEMENTS|ÉTHIQUE|TRICHERIE|JUSTIFICATIONS MORALES,Citoyenne|Créative
HUM-320,BA5,Professions et carrières,FR,Professions et carrières,Professions and careers,"À travers des études des cas, nous nous intéresserons aux carrières des ingénieurs - managers sous le regard des sciences sociales.","Through case studies, we will focus on engineers - managers careers in a social sciences perspective.",196779:Marc:Perrenoud,2,2,,,,,,INGÉNIEURS|MANAGERS|CARRIÈRES|GROUPES PROFESSIONNELS,Interdisciplinaire|Citoyenne
HUM-329,BA5,Ethique de la recherche scientifique,FR,Ethique de la recherche scientifique,Ethical issues in scientific research,"L'objectif est de permettre à l'étudiant-e de:
1) appréhender les biens en jeu dans la recherche et la production d'énoncés scientifiques
2) d'apprendre à les identifier dans des cas pratiques, à discerner les tensions entre ces biens en jeu, à les réfléchir en vue d'une solution pratique","The course aims to develop students in:
1) grasping the goods at stake in scientific research and claims ; 
2) identifying them in case-situations, and tensions between them; developping reflexive thinking on these issues in order to make their own judgement and conceive possible solutions",141572:Hugues:Poltier,2,2,,,,,,BIG DATA|DUAL-USE TECHNOLOGIES|EQUALITY|ÉTHIQUE|PLAGIARISM|RESEARCH ETHICS|RESPONSIBILITY|RIGHTS,Citoyenne|Globale
HUM-330,BA5,Histoire des énergies et des transports B,FR,Histoire des énergies et des transports B,History of energies and transport B,"Ce cours-atelier traite de l'évolution des technologies du transport en Suisse aux 19e et 20e siècles. Grâce à l'analyse interactive de documents d'époque (sources), l'étudiant-e prend conscience des relations entre le technique et le social et analyse les enjeux passés et présents qui y sont liés.","This workshop-course deals with the development of mobility-related technologies in Switzerland in the 19th and 20th centuries. Thanks to the interactive analysis of period documents (sources), the student develops an awareness of the relationship between the technological and the social.",167290:Cédric:Humair,2,2,,,,,,ÉCONOMIE|ENERGY|HISTOIRE|INNOVATION|MOBILITY|TECHNOLOGIE|TRANSPORT,Globale|Citoyenne
HUM-346,BA5,Gestion des ressources humaines,FR,Gestion des ressources humaines,Human resources management,"The aim of this course is to understand the management of Human Resources from the perspective of work psychology. Specifically, we will address the topics of selection and evaluation as well as the relation between the employees and the organization.  ","Ce cours a pour objectif principal la compréhension de la gestion des Ressources Humaines d'un angle de la psychologie du travail. En particulier, les thématiques abordées se réfèrent au processus de sélection et évaluation et à la relation entre les employées et l'entreprise.
",126039:Tristan:Palese,2,2,,,,,,RECRUTEMENT|SÉLECTION|PERFORMANCE|SATISFACTION,Globale|Citoyenne
HUM-348,BA5,Entrepreneurship,EN,Entrepreneurship,,"Ce cours fournit une introduction au domaine de l'entrepreneuriat, au processus de création d'une nouvelle entreprise et de commercialisation des technologies.","This course provides an introduction to the topic of entrepreneurship, the process of new firm creation and the commercialization of technologies.",314786:Anna:Wagenschwanz|289693:Christina Julia:Hertel,2,2,,,,,,BUSINESS|BUSINESS PLAN|COMMUNICATION|CREATIVITY|ENTREPRENEURIAL SPIRIT|ENTREPRENEURIAT|MANAGEMENT|MANAGEMENT DES TECHNOLOGIES,Interdisciplinaire|Créative
HUM-352,BA5,Introduction au droit de la propriété intellectuelle,FR,Introduction au droit de la propriété intellectuelle,Introduction to intellectual property law,"Ce cours présente les différents droits de propriété intellectuelle utiles aux futurs ingénieurs et scientifiques dans leur vie professionnelle. L'étudiant-e y acquiert les connaissances fondamentales en matière de brevets, de marques et de droits d'auteur.
","This course provides basic knowledge about the various intellectual property rights that every engineer and scientist has to deal with. Students will become familiar with the legal systems pertaining to patents, trademarks and copyright.",218335:Charles:Joye,2,2,,,,,,PROPRIÉTÉ INTELLECTUELLE|PROTECTION DES INVESTISSEMENTS|DROIT D'AUTEUR|BREVETS D'INVENTION|MARQUES,Créative|Citoyenne
HUM-353,BA5,"Science, technologie et société C",FR,"Science, technologie et société C","Science, technology and society C","This course provides an introduction to social studies of artificial intelligence (AI). AI is thus approached as a multifaceted and often controversial socio-technical phenomenon. To measure its scope, the course draws upon video analyses and situated reenactments of &quot;AI in Action&quot;.","Ce cours offre une introduction aux études sociales de l'intelligence artificielle (IA). L'IA est ainsi abordée comme phénomène sociotechnique à multiples facettes, souvent controversé. Pour en mesurer la portée, le cours procède d'analyses vidéo et de reproductions situées de l'&quot;IA en action&quot;.",317069:Philippe Björn:Sormani,2,2,,,,,,CULTURE|DIGITAL CULTURE|DIGITAL HUMANITIES,Interdisciplinaire|Globale
HUM-357,BA5,Japon contemporain A,FR,Japon contemporain A,Contemporary Japan A,This course in 'Identity Cultures and Diversity' is the first part of an introduction to Japan's culture. It gives keys of understanding to facilitate students' future professional stay in this archipelago. It explains the specificities of Japanese identity embedded in tradition and innovation,"Ce cours orientation 'Identités, cultures et diversité' est le premier volet d'une introduction à la culture du Japon - pensée et manière de vivre ensemble -, pour faciliter un futur travail dans l'archipel. Il explique les spécificités de l'identité japonaise, imprégnée de tradition et d'innovation",110625:Irène Elizabeth:Vogel Chevroulet,2,2,,,,,,ARCHITECTURE|ÉTHIQUE|INNOVATION|INTERCULTURALITÉ|JAPON|SHINTÔ,Interdisciplinaire|Créative
HUM-358,BA5,Sciences de la mémoire,FR,Sciences de la mémoire,Memory sciences,Décrire les processus cognitifs et cérébraux à l'œuvre dans les processus de mémoire et la formation de l'individualité. Identifier les différences et les similitudes entre approches neurobiologiques et cliniques. Connaître les concepts de base de la psychanalyse et leurs implications scientifiques,"Describe cognitive and cerebral processes underlying memory and self processes.

Identify differences and similarities between neurobiological and clinical approaches.

Understand theoretical and clinical concepts underlying psychoanalysis and their scientific implications. 
",185819:Delphine:Preissmann,2,2,,,,,,BEHAVIORS|COGNITION|PSYCHOANALYSIS|SCIENCES DU CERVEAU,Interdisciplinaire|Créative
HUM-367,BA5,Gouvernance des risques,FR,Gouvernance des risques,Risk governance,"Risks and opportunities! Risk governance is an interdisciplinary approach to risks and benefits, including those that accompany the development of new technology. Stakeholders must often be involved in the trade-off between innovation and precaution.","Risques et opportunités! La gouvernance des risques est une approche interdisciplinaire des risques et bénéfices, notamment ceux qui accompagnent le développement des nouvelles technologies. Les parties prenantes sont consultées pour arbitrer les tensions entre innovation et précaution.",228955:Marie-Valentine Renée Agnès:Florin|126039:.:Vacat,2,2,,,,,,RISQUE|GESTION DES RISQUES|GOUVERNANCE|INNOVATION|TECHNOLOGIE,Interdisciplinaire|Globale
HUM-373,BA5,"Sport, dopage et sciences",FR,"Sport, dopage et sciences","Sport, doping and sciences",The course offers to approach doping in sport so that students are able to understand the complementarities of different scientific gazes. Students will be confronted with the intersection and articulation of social sciences and life sciences in order to grasp the complexity of doping.,Le cours propose d'aborder le dopage dans le sport pour faire comprendre aux étudiants les complémentarités des différents regards scientifiques. Les étudiants seront confrontés au croisement et à l'articulation de sciences sociales et de sciences de la vie afin de saisir la complexité du dopage.,161922:Fabien:Ohl|163524:Martial:Saugy,2,2,,,,,,DOPAGE|SPORT|SOCIOLOGIE|BIOLOGIE|MÉDECINE,Interdisciplinaire|Globale
HUM-378,BA5,Créativité et design participatif,FR,Créativité et design participatif,Creativity and participatory design,"Le cours réunit des étudiants de l'EPFL au travers d'une approche de design participatif et d'une pratique réflexive portant sur la collaboration interdisciplinaire. Les étudiants développent un prototype d'objet, de produit, de service ou d'expérience.","The course brings together EPFL students through a participatory design approach and reflective practice on interdisciplinary collaboration. Students develop a prototype of an object, product, service or experience.",303197:Stéphanie:Missonier|243884:Marius:Aeberli,2,2,,,,,,PROTOTYPAGE|DESIGN PARTICIPATIF|ITÉRATION|COLLABORATION INTERDISCIPLINAIRE|SKIL,Interdisciplinaire|Créative
HUM-379,BA5,Anthropologie de l'urbain,FR,Anthropologie de l'urbain,Anthropology of the urban,"This course addresses the conceptual approaches of urban anthropology, methods and field experiences. It aims to develop in a historical and comparative perspective critical and practical knowledge about the urban condition here and elsewhere.","Cet enseignement aborde les approches conceptuelles de l'anthropologie de l'urbain, les méthodes et les expériences de terrain. Il vise à développer dans une perspective historique et comparative des connaissances critiques et pratiques sur la condition urbaine d'ici et d'ailleurs.",196358:Florence:Graezer Bideau,2,2,,,,,,ANTHROPOLOGIE|FORME D’HABITAT|MODES DE VIE|ALTÉRITÉ|TERRAIN,Interdisciplinaire|Globale
HUM-382,BA5,"Savoirs, connaissances, croyances II",FR,"Savoirs, connaissances, croyances II","Knowledge, awareness, beliefs II","Ce cours constitue une introduction à la question des croyances. Reflet de nos préoccupations, de notre « image du monde » ou encore de notre organisation sociale, les croyances ne disparaissent pas avec les progrès de la science. 
","This course will introduce students to the issue of beliefs. Whether they are conceptualized  as reflections of our preoccupations, of our &quot;image of the world&quot;, or of our social organization, beliefs are not displaced by advances in science.",229643:Jean-François:Bert,2,2,,,,,,CROYANCE|CONNAISSANCE|SCIENCE|PSEUDO-SCIENCE,Interdisciplinaire|Globale
HUM-384,BA5,The ethics of robots,EN,The ethics of robots,,"Le cours permet aux étudiants de développer leurs connaissances pour traiter des défis éthiques liés aux robots. De plus, le cours traite des défis juridiques et sociétaux. Les étudiants développent leur compétence à traiter des questions normatives.",This course enables students to sharpen their proficiency in tackling ethical challenges linked to robots. The course also addresses legal and societal challenges. Students develop competency in handling normative questions.,315448:Johan Robert:Rochel,2,2,,,,,,ROBOTS|ETHICS|LAW|INNOVATION|RESPONSIBILITY,Interdisciplinaire|Citoyenne
HUM-239,BA6,Psychologie des émotions,FR,Psychologie des émotions,Psychology of emotion,"In this teaching, we focus on emotional reactions: How they emerge? What are the theories in the field? And how do they influence our daily lives? We will also look at emotional phenomena in EPFL fields (life sciences, robotics, architecture,...).","On s'intéresse ici à nos réactions émotionnelles : comment elles émergent ? Quelles sont les théories du domaine ? Et comment elles influencent notre quotidien ? Nous nous pencherons aussi sur les phénomènes émotionnels dans les domaines de l'EPFL (sciences du vivant, robotique, architecture,...).",267780:Elise Sylvie:Dan Glauser,2,2,,,,,,AFFECT|BEHAVIORS|EMOTION|RESEARCH,Interdisciplinaire|Citoyenne
HUM-307,BA6,Droit de la recherche technologique,FR,Droit de la recherche technologique,Law of technological research,"À la frontière entre droit et éthique, ce cours présente les différentes normes encadrant la recherche technologique. L'étudiant-e y acquiert une vision globale et pratique de la question, ainsi que des connaissances essentielles à sa profession future.","At the junction between law and ethics, this course aims at providing basic knowledge about the legal framework of technological research. Students will acquire a global and practical vision of the subject matter, as well as fundamental know-how useful in the professional world. ",218335:Charles:Joye,2,2,,,,,,RECHERCHE TECHNOLOGIQUE|CADRE JURIDIQUE|DROITS FONDAMENTAUX|PROPRIÉTÉ INTELLECTUELLE|CONTROVERSE ÉTHIQUE,Citoyenne|Interdisciplinaire
HUM-321,BA6,Histoire de l'art contemporain,FR,Histoire de l'art contemporain,History of contemporary art,Le cours propose une introduction à la photographie comme médium de l'art contemporain à travers la présentation de concepts clés ayant marqué la création artistique dés 1945 à nos jours. ,The course offers an introduction to photography as a medium of contemporary art by discussing the key concepts that have marked artistic creation since 1945 to the present. ,317175:Estelle Susana Cécile:Blaschke,2,2,,,,,,20E SIÈCLE|ANALYSE DU DISCOURS|CONTEMPORARY ART|CULTURE VISUELLE|PHOTOGRAPHIE|TECHNOLOGIE,Interdisciplinaire|Créative
HUM-322,BA6,Pratiques artistiques D,FR,Pratiques artistiques D,Artistic practices D,"This course offers you the opportunity to experiment with the practices of ephemeral artistic interventions in the public space through sculpture, installation, performance and sound. The proposals will be visited every 2 weeks in groups and discussed collectively.","Ce cours vous propose d¿expérimenter les pratiques d'interventions artistiques éphémères dans l'espace public par le moyen de la sculpture, de l'installation, de la performance et du son. Les propositions seront visitées toutes les 2 semaines en groupe et discutées collégialement. 
",315800:Vincent Fabrice:Kohler|316118:Delphine Octavie:Reist Faulon,2,2,,,,,,ART|VILLE|SCULPTURE|INSTALLATION|PERFORMANCE,Interdisciplinaire|Créative
HUM-323,BA6,Chine: une nouvelle puissance globale?,FR,Chine: une nouvelle puissance globale?,China: a new global power,This course is focus on the emergence of China as a new global power. ,Ce cours se focalise sur l'importance grandissante de la Chine au niveau international. ,182176:Antoine:Kernen,2,2,,,,,,CHINE|ÉCONOMIE|POLITIQUE|GÉOPOLITIQUE|ASIAN STUDIES,Interdisciplinaire|Globale
HUM-324,BA6,Histoire de l'Asie contemporaine B,FR,Histoire de l'Asie contemporaine B,History of contemporary Asia B,"The course covers the history of East Asia during the Cold War : the victory of the communist party in China, the reconstruction of Japan, and the Korean and Indochinese wars.","Le cours examine l'évolution des pays d'Asie orientale durant la période de la Guerre froide: la victoire du parti communiste en Chine, la reconstruction et la seconde modernisation du Japon ainsi que les guerres de Corée, d'Indochine et du Vietnam",196397:Ami-Jacques:Rapin,2,2,,,,,,CIVILISATION|HISTOIRE|ASIE|GUERRE,Interdisciplinaire|Globale
HUM-326,BA6,Design graphique IV,FR,Design graphique IV,Graphic design IV,"Practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.","Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.",252418:Denis:Rouèche,2,2,,,,,,ÉDITION|GRAPHIC DESIGN|ILLUSTRATION|IMAGE|PHOTOGRAPHY|TYPOGRAPHY,Créative|Interdisciplinaire
